epoch,train_mse,val_mse,elapsed_s
0,0.5879631947477658,0.3229640876253446,5.720736026763916
1,0.39189349956810476,0.234443530626595,5.785123109817505
2,0.32699335920313993,0.18646698407828807,5.9457011222839355
3,0.28103669623533883,0.23787379066149394,5.715513229370117
4,0.26439727070430913,0.16833922614653904,6.363848924636841
5,0.2231738934914271,0.18943668647358816,6.557963132858276
6,0.19355882262190183,0.14270540978759527,6.133434772491455
7,0.16071621449043352,0.12716611387828985,7.660739898681641
