epoch,train_mse,val_mse,elapsed_s
0,0.5277300840119521,0.28739345955351986,7.7325897216796875
1,0.3892120790978273,0.23898854789634547,5.738695859909058
2,0.2853505803644657,0.2738215424120426,5.7823638916015625
3,0.28642232502500214,0.19167451821267606,5.882801294326782
4,0.22944387920200826,0.14071207270026206,5.108099699020386
5,0.17893867953990897,0.1282769330466787,5.824453115463257
6,0.1522314766794443,0.12838853877037765,6.532257080078125
7,0.14806462276726962,0.18040796959151825,5.425153970718384
