epoch,train_mse,val_mse,elapsed_s
0,0.6097601235906283,0.32876790761947633,7.513291120529175
1,0.39331963352859023,0.3106750319401423,0.9874439239501953
2,0.36779174792269864,0.2973356793324153,0.9874758720397949
3,0.351593995342652,0.284233437726895,1.0908541679382324
4,0.3301566544920206,0.26769244770208994,1.031299114227295
5,0.31826531973977884,0.2542179553459088,1.0349349975585938
6,0.30395351295669876,0.24022948580483597,1.2517459392547607
7,0.2836100438485543,0.2242341204235951,1.1458427906036377
