epoch,train_loss,validation_loss,train_q50_loss,train_q90_loss,train_q95_loss,train_q99_loss,validation_q50_loss,validation_q90_loss,validation_q95_loss,validation_q99_loss,train_crossing_fraction,validation_crossing_fraction,learning_rate,gradient_norm
21,0.03393347036791965,0.03505038851872087,0.07246754108462483,0.03544250853359699,0.021698829997330905,0.006125001894542947,0.0784425151720643,0.03619057906791568,0.020476315887644887,0.005092144259251654,0.0,0.0,0.001,0.3151778732798994
22,0.03459684949135408,0.06231164187192917,0.07459835997782648,0.0357830954878591,0.021714454913744703,0.006291487712878734,0.14029793277382852,0.06320554286241531,0.036220141611993315,0.009522951496765018,0.0,0.0,0.001,0.32466511087492106
23,0.03582311508944258,0.03288411326706409,0.07544591896701604,0.03704528220696375,0.02343361276667565,0.007367646070197225,0.0737780398875475,0.03308300020173192,0.019810994938015938,0.004864416513592005,0.0,0.0,0.001,0.3110304371546954
24,0.03192044123308733,0.035508017167448995,0.06928463777992874,0.03299310128670186,0.019919621833832935,0.005484403892769479,0.08223693255335092,0.03491805663332343,0.020072935028001667,0.004804143784567714,0.0,0.0,0.001,0.31338139621540906
25,0.032369847674854096,0.0241879927739501,0.07099505285266787,0.03281772673828527,0.019892789468867703,0.005773821106995456,0.04958957374095917,0.02559391412883997,0.016659751441329716,0.004908731039613486,0.0,0.0,0.001,0.3015055870357901
26,0.03241382590029389,0.029007843267172574,0.07007273952942342,0.03349561617011204,0.020368760193232447,0.005718188568134792,0.06855413157492876,0.027572957687079905,0.0154542890843004,0.004449997055344284,0.0,0.0,0.001,0.3024112643301487
27,0.030292983506806193,0.02613299001008272,0.06731145069468766,0.030815922757610678,0.01820612728362903,0.004838433103286661,0.051392974779009816,0.02825338240712881,0.018148709181696178,0.006736891153268516,0.0,0.0,0.001,0.28434684841893615
28,0.032192514063790444,0.03890444178134203,0.06955447249114513,0.033135704572778195,0.02030805490911007,0.005771823850809596,0.08233129523694516,0.04078435346484184,0.025398899111896755,0.007103218957781792,0.0,0.0,0.001,0.2909493386466056
29,0.03331558062462136,0.041950099766254426,0.07091782438568771,0.034629541733302176,0.021361828406807035,0.006353128785267472,0.09733641490340234,0.04134132243692875,0.02362470706924796,0.00549795547965914,0.0,0.0,0.001,0.28391373142600057
30,0.036349128484725955,0.027881442196667196,0.07364955489989371,0.03797655805712566,0.02464161461684853,0.009128785935463384,0.053429034948349,0.03208641495555639,0.020201065763831138,0.005809252802282572,0.0,0.0,0.001,0.2754018998052925
31,0.03077441775240004,0.032198007069528106,0.06711792354937643,0.03178797829663381,0.01897250872803852,0.005219260918092914,0.06413604825735092,0.036071428880095485,0.022343785632401705,0.006240766122937202,0.0,0.0,0.001,0.27001537167467177
32,0.029590888314414768,0.030963776465505362,0.06541925173252822,0.03000192502979189,0.018043893107678743,0.004898483557044528,0.06232429143041372,0.03350948033854365,0.02156901989132166,0.0064523147931322454,0.0,0.0,0.001,0.27476386811584236
33,0.030380987140815705,0.03041067160665989,0.0662860556365922,0.031236329020466656,0.018785258596763013,0.005216306025977247,0.0609195065125823,0.03245430408045649,0.021329446006566288,0.006939428546465933,0.0,0.0,0.001,0.25407230940647424
34,0.02984741827705875,0.035711946189403536,0.06500788694713265,0.030461535330396146,0.018619573651812972,0.005300677191116847,0.06734122738242149,0.040208419971168044,0.026786885783076288,0.008511255350895227,0.0,0.0,0.001,0.25088198834098874
35,0.025812538540922105,0.01910021699965,0.056643671649508176,0.026208041736390443,0.015824029975337908,0.004574410611821804,0.0404679349809885,0.01998412173241377,0.012298758802935482,0.0036500521888956426,0.0,0.0,0.0005,0.22562482264824213
36,0.023648220133036375,0.030219228845089673,0.05265352955553681,0.02373967752791941,0.014308632260654121,0.0038910408213268964,0.06302782502025366,0.03155319346114993,0.020174365602433682,0.006121530223172158,0.0,0.0,0.0005,0.23102922567166387
37,0.02441311159869656,0.026521714124828576,0.05412229488603771,0.024607186503708363,0.014878165120026097,0.0040448001120239494,0.05770209763199091,0.026884265933185814,0.016563226860016586,0.004937265110202134,0.0,0.0,0.0005,0.2340224868990481
38,0.02402572551276535,0.02876522857695818,0.053317968333140016,0.024267688780091702,0.014516326538287104,0.004000918402452953,0.06156576357781887,0.0301592156663537,0.018293011281639338,0.005042923991568387,0.0,0.0,0.0005,0.2408530946727842
39,0.02472624935908243,0.020021895077079535,0.05411113880109042,0.02524079697439447,0.015296760359779,0.004256301443092525,0.04278460558503866,0.020327837951481343,0.012990943668410183,0.00398419379722327,0.0,0.0,0.0005,0.23843493791297077
40,0.024752145025413484,0.021190870758146046,0.05490765783470124,0.024960666925180702,0.015077664888231083,0.00406259096955182,0.043618934638798235,0.02245846139267087,0.01418235968798399,0.004503727504052222,0.0,0.0,0.0005,0.2367590801883489
41,0.023200598016846926,0.021150860358029603,0.0512847137497738,0.023561425204388798,0.014122050213627517,0.003834203081205487,0.04449747443199158,0.022551531605422497,0.013743565157055855,0.0038108709221705795,0.0,0.0,0.0005,0.23329669349826873
42,0.02362934447824955,0.025972863268107174,0.052113799559883774,0.023984486723784358,0.014446997365448624,0.003972094072669279,0.05812965713441372,0.025155294258147477,0.015611123442649841,0.004995377568993717,0.0,0.0,0.0005,0.24172372059896588
43,0.023158871175255627,0.022034421321004628,0.05140868724323809,0.023484470981638878,0.014035887208301574,0.0037064395935158243,0.05272757057100534,0.020472063552588224,0.01181748409755528,0.0031205666437745094,0.0,0.0,0.0005,0.23498757190071046
44,0.022638486854266376,0.021992615796625613,0.05045941410586238,0.022747999012935907,0.013635198046686128,0.003711335796979256,0.043534312024712564,0.023710582088679075,0.015559527790173888,0.005166040216572583,0.0,0.0,0.0005,0.22841490225866437
45,0.020997156468220056,0.0190622634626925,0.04696371562313288,0.021119124442338943,0.01254880722728558,0.0033569787928718143,0.04025375414639711,0.019298368077725173,0.012574477083981038,0.004122453415766359,0.0,0.0,0.00025,0.21202540833503009
46,0.02072669199667871,0.020864164624363184,0.04621951542329043,0.020929577234201132,0.012399575966410338,0.003358099383476656,0.04097149483859539,0.022219060529023407,0.014754439126700164,0.005511665418744087,0.0,0.0,0.00025,0.21139498421922326
47,0.02068116025067866,0.01730496084317565,0.04661628211382776,0.020621290490962566,0.012243450169917196,0.0032436178482021204,0.03611428951844573,0.01804039068520069,0.011466091843321919,0.0035990708437748254,0.0,0.0,0.00025,0.2146346993558109
48,0.020880822106264532,0.018982813842594624,0.04631846171338111,0.02102758769877255,0.012684505431680008,0.00349273337458726,0.03923190675675869,0.01945863412693143,0.012816119585186242,0.0044245946081355216,0.0,0.0,0.00025,0.20710996098816395
49,0.021253702777903526,0.02544941717758775,0.04697162819560617,0.021448647826910017,0.012952224364271387,0.0036423108575399966,0.0500204997882247,0.027188835479319096,0.017771507017314433,0.0068168258154764775,0.0,0.0,0.00025,0.22197519617155195
50,0.020914231487549843,0.02433004295453429,0.04616921310313046,0.021102776678744703,0.012798294136300683,0.00358664182072971,0.049374560862779616,0.024956501740962266,0.017097288146615028,0.005891820210963488,0.0,0.0,0.00025,0.21227046209387482
51,0.02020015404326841,0.018776285126805306,0.04491682678461075,0.020393037837930023,0.012187834355281667,0.0033029172985698098,0.042321584038436416,0.01819322384893894,0.011355453161522746,0.0032348789903335275,0.0,0.0,0.00025,0.20468184122815727
52,0.019865860687568782,0.01882573986425996,0.044261449538171294,0.019919593019876627,0.012004890902899206,0.0032775091944495217,0.040194871202111244,0.01905328263528645,0.012131003327667714,0.003923800876364112,0.0,0.0,0.00025,0.20297642260789872
53,0.02028205246664584,0.017895377334207298,0.04520913321059197,0.02036837164312601,0.0121775345178321,0.00337317073601298,0.03691660018637776,0.018349485751241446,0.011935457326471806,0.004379967150744051,0.0,0.0,0.00025,0.21083980407565833
54,0.020042612238321454,0.019096244722604752,0.04432086661458015,0.020299732158891855,0.012210474153980612,0.003339376118965447,0.042567752115428445,0.018788846731185912,0.011506860051304102,0.0035215194732882084,0.0,0.0,0.00025,0.21354829176329077
55,0.0199000307591632,0.0201948962546885,0.0443638885114342,0.020008316624443977,0.011998317854013294,0.00322959973505931,0.04179351046681404,0.02090976508334279,0.013651921395212412,0.004424386927857995,0.0,0.0,0.00025,0.2062694062665105
56,0.019892269265837967,0.025984501354396342,0.044280551257543266,0.0199303967715241,0.012029678839026019,0.0033284500948502684,0.05163005225360393,0.027597663551568986,0.01844706338830292,0.0062632245291024445,0.0,0.0,0.00025,0.2106483231112361
57,0.019380285076331348,0.02090282579883933,0.04301982416305691,0.019619766888208687,0.011688956947764381,0.0031925917565240524,0.04036672275513411,0.02266549615189433,0.015239805579185486,0.0053392771258950235,0.0,0.0,0.000125,0.19944317623972893
58,0.018925380427390337,0.018450873475521802,0.04244506098330021,0.01885388216935098,0.011328446264378726,0.0030741322762332856,0.035935434252023696,0.020012990832328797,0.013171081254258752,0.004683987493626774,0.0,0.0,0.000125,0.19338900417089464
59,0.018825375435408204,0.01996803928166628,0.04190245581325144,0.018955293886829167,0.011342968859244138,0.0031007825653068723,0.03974496472626925,0.021245313677936792,0.014115529879927636,0.004766347971744835,0.0,0.0,0.000125,0.19976505304686726
60,0.01902984315296635,0.020446378830820323,0.04201113263610751,0.019366292883642017,0.01162612666026689,0.003115820318344049,0.04059575304389,0.02152927726507187,0.014579443419352174,0.005081041161902249,0.0,0.0,0.000125,0.1971587926801294
61,0.018848147753160446,0.01666006514802575,0.0424524871725589,0.018740444625727833,0.011204109120881186,0.0029955501275253484,0.03491707891225815,0.01712307183071971,0.010998151199892163,0.003601959280204028,0.0,0.0,0.000125,0.19899017677642405
62,0.019179911052342503,0.02177075343206525,0.04257144186645746,0.019338377772364766,0.01162965685245581,0.0031801678135525437,0.0440729870647192,0.022244577147066593,0.015115524977445602,0.005649923221208155,0.0,0.0,0.000125,0.19719703866168856
63,0.019019901528954507,0.019491980373859404,0.04241849567275494,0.019130891407839953,0.011430871598422527,0.003099347258976195,0.04222247213125229,0.01912898582406342,0.012405791496858,0.004210671663749963,0.0,0.0,0.000125,0.20487731141969562
64,0.018876453186385332,0.02023350588977337,0.04181959698908031,0.019125578170642258,0.011445755715249107,0.003114881340006832,0.0404377119615674,0.021180750653147697,0.014201201954856515,0.005114357690326869,0.0,0.0,0.000125,0.20158650583587587
65,0.019030599342659115,0.018068635370582342,0.04217072223313153,0.019181636206340044,0.011560941488714888,0.003209097384242341,0.03986813768744469,0.017667933311313392,0.011279182173311711,0.0034592863824218513,0.0,0.0,0.000125,0.1974042399227619
66,0.01852536775637418,0.018270620722323657,0.04133751675952226,0.018646621466614305,0.011152683240361512,0.0029646493835025467,0.03570920206606388,0.020060339737683536,0.01305470222607255,0.004258237634785473,0.0,0.0,0.000125,0.19352180804125965
67,0.01864373105345294,0.016983133535832168,0.04154117811005562,0.018726953875739128,0.011238791139330715,0.0030680011096410453,0.034116665199398995,0.01815732242539525,0.011659216871485113,0.003999330506194383,0.0,0.0,0.000125,0.2044983190158382
68,0.01866050305776298,0.018486699163913725,0.04148296697996557,0.01887496988521889,0.011282272186363115,0.003001803669903893,0.03707403350621462,0.019139272440224887,0.012829968500882387,0.004903522229287773,0.0,0.0,0.000125,0.19771357252262534
69,0.018579920164775103,0.01886189941316843,0.04164835295174271,0.01859621541108936,0.011105014899512752,0.002970097387151327,0.03765828108415008,0.019840870155021548,0.01320005850866437,0.004748387269210071,0.0,0.0,0.000125,0.1890618753619492
70,0.018559087999165058,0.019800411276519297,0.04155258370563388,0.018571852492168545,0.011107670159544796,0.003004245645424817,0.04180674109607935,0.019795964201912285,0.012932183919474483,0.004666753369383514,0.0,0.0,0.000125,0.19619471893645823
71,0.018608613405376673,0.018818350452929736,0.04163251951802522,0.018634059929754584,0.011148386052809656,0.0030194878901238552,0.03699428472667932,0.019992627073079347,0.013521260386332869,0.004765228433534503,0.0,0.0,6.25e-05,0.20002713813446463
72,0.018370835576206446,0.020094143915921448,0.041089716013520954,0.018422965947538613,0.011022805867251009,0.0029478548091719857,0.03909231908619404,0.0213204441126436,0.014518202859908342,0.005445611597970128,0.0,0.0,6.25e-05,0.19397366619668902
73,0.017939243332948537,0.017751961257308723,0.04013027752749622,0.01797840650542639,0.010727077624760568,0.0029212114281835966,0.03650197260081768,0.01842491179704666,0.01191542043350637,0.004165540903341025,0.0,0.0,6.25e-05,0.1876868007145822
74,0.018318448693025857,0.01854709107428789,0.040943448496982456,0.01840853523928672,0.010949619767488912,0.0029721912794047965,0.03653466798365116,0.01962970959022641,0.013230407657101751,0.0047935785725712774,0.0,0.0,6.25e-05,0.18850332906469702
75,0.018177850723732264,0.018994309790432453,0.040341918841004375,0.018298985748551787,0.01100059197517112,0.0030699064416694457,0.037363320887088776,0.020166799873113633,0.013581423806026578,0.004865695165935904,0.0,0.0,6.25e-05,0.19482066383585334
76,0.018198386223521084,0.01842706322669983,0.0408794574579224,0.018258247585035862,0.010796331039164215,0.0028595088934525847,0.0352341702580452,0.019988515973091127,0.013608432319015264,0.0048771350365132094,0.0,0.0,6.25e-05,0.19446511601097882
77,0.017772337179630993,0.017927750516682862,0.03972224184311926,0.01787314985645935,0.010663249955978244,0.002830706663953606,0.03471341408789158,0.019281030036509036,0.013070349860936404,0.004646209382917732,0.0,0.0,6.25e-05,0.2036688087787479
78,0.018302251917775722,0.01647285358980298,0.040605406695976856,0.018439930910244585,0.011107688402989879,0.0030559816522873007,0.03266433922573924,0.017857391834259034,0.011509108459576964,0.0038605764717794954,0.0,0.0,6.25e-05,0.19960147961974145
79,0.017705617600586265,0.017146048452705145,0.039634783128276466,0.017660969211719932,0.01056412149220705,0.0029625964461592958,0.03468499029055238,0.01787550501525402,0.011823895657435059,0.004199802270159125,0.0,0.0,6.25e-05,0.18785664657130838
80,0.01831833214731887,0.017714291363954544,0.04065060162451118,0.018606373260263355,0.011088318576803431,0.002928035247605294,0.037129101324826476,0.018044700352475046,0.011706554181873798,0.003976810995955021,0.0,0.0,6.25e-05,0.19749899866990744
81,0.01790189481107518,0.018006245624274015,0.03996977705974132,0.017946260226890446,0.010730639128014445,0.0029609029073617422,0.03692079339176416,0.018456150023266674,0.012275044014677406,0.004372994741424918,0.0,0.0,6.25e-05,0.18713679448701442
82,0.017807605596026406,0.01715740278363228,0.04018186538480222,0.017723699985072016,0.010505393451312557,0.0028194635920226574,0.03346264522522688,0.018760514445602894,0.012257935218513013,0.004148516859859228,0.0,0.0,6.25e-05,0.1957521940767765
83,0.018259238621685655,0.018540240731090306,0.04058997397776693,0.01839225154137239,0.01107337471563369,0.002981354127114173,0.036065303049981595,0.019965623700991274,0.013449555430561304,0.004680479872040451,0.0,0.0,6.25e-05,0.19018489466980099
84,0.018082033186219634,0.01989893700927496,0.040650878311134876,0.01801203211536631,0.010735094804549589,0.0029301274486351757,0.038676249496638775,0.020962619688361883,0.014296548878774048,0.005660329191014171,0.0,0.0,6.25e-05,0.19657967941835522
85,0.01811272303573787,0.020419361665844918,0.04020097916014492,0.018295328682288527,0.010931301723467186,0.0030232826233259403,0.03917297814041376,0.021688597295433282,0.0147977998200804,0.006018070133868605,0.0,0.0,6.25e-05,0.19513604942709206
86,0.01743053991580382,0.017779984585940836,0.03899778429884464,0.017437111714389174,0.010411949224071577,0.002875314744596835,0.03577523168176413,0.018684622840955855,0.012423114525154233,0.004236968294717372,0.0,0.0,6.25e-05,0.18243087900802493
87,0.017705824095755815,0.020212307684123517,0.03937500806991011,0.017771629134658726,0.010703645752510055,0.002973013274895493,0.04166936285793781,0.02057271046563983,0.013527451250702142,0.0050797053636051715,0.0,0.0,6.25e-05,0.19311710682697594
88,0.017727750027552246,0.017301347870379687,0.03945785779971629,0.017892312430776654,0.010696556196780876,0.002864273509476334,0.03566236555576324,0.017955409232527017,0.011656418247148394,0.003931198138743639,0.0,0.0,3.125e-05,0.19219761789776385
89,0.017508967565372586,0.01894796984270215,0.03895502073224634,0.01764861458912492,0.010575667448574678,0.0028565674033598043,0.037809255328029395,0.0198484827298671,0.013334020199254155,0.004800120578147471,0.0,0.0,3.125e-05,0.19008802390657364
90,0.017720059007406235,0.017940499540418386,0.03938142270315439,0.017832126170396805,0.01070942235761322,0.0029572649428155273,0.03609289040789008,0.01879694962874055,0.012549389218911529,0.004322769634891302,0.0,0.0,3.125e-05,0.1867234342638403
91,0.017735013186465948,0.01861533122137189,0.03957213206682354,0.017795383064076305,0.010642441047821194,0.00293009653018089,0.036827959921211004,0.019654091009870173,0.013253783276304602,0.00472549092490226,0.0,0.0,3.125e-05,0.1912227766867727
92,0.017594612613320352,0.01864100879058242,0.03932639839593321,0.017634417749941348,0.010551616026787088,0.0028660179421422073,0.03696170259267092,0.019562416058033705,0.01320352779701352,0.004836388139519841,0.0,0.0,3.125e-05,0.18939550710842012
93,0.01751036470755935,0.01985181961208582,0.03923135391436517,0.017535180754493923,0.010464113336056471,0.002810811133822426,0.03822287496179342,0.02104132082313299,0.014413621006533504,0.005729462441522628,0.0,0.0,3.125e-05,0.18723905747756361
94,0.01731748830759898,0.01917494447901845,0.038937818515114485,0.017339164151344448,0.010280251217773184,0.002712719208502676,0.037418071180582047,0.02005167316645384,0.013732348345220089,0.005497686767484993,0.0,0.0,3.125e-05,0.18132956960238517
95,0.017676199707202613,0.018030735701322555,0.03932953495066613,0.0178533037006855,0.010660372491693125,0.002861587904917542,0.03517917653545737,0.01923040211200714,0.013003317546099425,0.004710046304389834,0.0,0.0,3.125e-05,0.18634613872505723
96,0.017518731111194938,0.018484374172985554,0.039177387161180376,0.017660606398712843,0.010486233375268057,0.0027506975276628508,0.036137204896658656,0.019575440119951965,0.01323939866386354,0.004985452187247575,0.0,0.0,3.125e-05,0.1860468436591327
97,0.017455852588173,0.01914720505475998,0.03895728645846248,0.017398120150901378,0.010480073364451527,0.002987930490926374,0.037614110372960564,0.0201284640468657,0.01357383226044476,0.005272412789054215,0.0,0.0,1.5625e-05,0.18712081352248788
98,0.017441853927448393,0.017769824881106615,0.03942002515308559,0.01737918612547219,0.010258883307687938,0.0027093208028236403,0.03534485666081309,0.018657701406627893,0.01245304916985333,0.004623693213798106,0.0,0.0,1.5625e-05,0.18254778518341483
99,0.017592140501365067,0.01787418592721224,0.0392072569206357,0.017626408874057233,0.01058825550484471,0.0029466406162828207,0.035868421085178855,0.01862298504449427,0.0124209313839674,0.004584406388457865,0.0,0.0,1.5625e-05,0.1876689226552844
100,0.01767967183375731,0.017811058796942236,0.03905208343174309,0.017850697308313103,0.010810313533293084,0.003005593319539912,0.03529399931430817,0.018781340532004833,0.012580904150381685,0.004587990916334093,0.0,0.0,1.5625e-05,0.19501114421524107
101,0.017398919481784104,0.018421526327729226,0.038792944964952766,0.017511117784306408,0.010469786112662405,0.0028218290396034716,0.035705916080623866,0.019632049519568682,0.013342555994167924,0.005005584070459008,0.0,0.0,1.5625e-05,0.1882901274226606
102,0.01746137627400458,0.018549752812832596,0.0390630418015644,0.01754611521959305,0.010484664669493214,0.0027516832636320034,0.03618726726621389,0.019656228190287946,0.013310365257784723,0.00504515100736171,0.0,0.0,1.5625e-05,0.19490945974364876
103,0.017348956686910243,0.019338336121290923,0.03938644151203334,0.01711244282545522,0.010144020395819098,0.0027529219872667455,0.037171470262110234,0.02047017538920045,0.014063063114881515,0.005648635169491172,0.0,0.0,1.5625e-05,0.18076174717396498
