is_high_load_tail,n,pinball_Q50,pinball_Q90,pinball_Q95,pinball_Q99,mean_pinball,coverage_Q50,coverage_Q90,coverage_Q95,coverage_Q99,mae,rmse,mape,bias,quantile_crossing_rate
False,1890,8108.353902116402,4723.550378224206,3273.159862557872,1463.070542286707,4392.033671296297,0.5248677248677248,0.935978835978836,0.9560846560846561,0.9798941798941799,16216.707804232805,31245.19014126156,5.959099371270047,-470.78742146164024,0.0
True,210,10274.727543712797,6164.191622953868,4409.894048084079,1990.6268133370545,5709.86000702195,0.49523809523809526,0.9095238095238095,0.9333333333333333,0.9809523809523809,20549.455087425595,44151.779784815284,6.547470836135669,-2455.5431454613095,0.0
